Longitude,Latitude
33.33333,2.83333
33.33333,2.83333
33.33333,2.83333
33.33333,2.83333
73.21639,34.14667
72.633,23.783
41.27694,39.90861
73.21944,34.15583
-2.44999,42.46578
69.0012,25.5253
69.0012,25.5253
69.0012,25.5253
39.23505,45.5146
55.79312,24.25088
55.79312,24.25088
55.79312,24.25088
67.93741,30.10047
66.99611,30.58028
60.8629,29.4963
60.8629,29.4963
39.43575,40.12643
39.43575,40.12643
25.56667,41.76667
23.09434,42.02086
26.32917,42.68583
25.37771,41.63384
25.37771,41.63384
31.36172,30.07936
61.4949,31.0306
-4.24838,31.7897
69.33998,38.09578
68.18488,37.40855
68.13333,37.26667
69.01633,38.55956
69.62145,38.12891
69.64638,37.805
25.42706,-29.76126
34.95333,40.54889
22.52637,40.76169
56.2808,27.1865
-88.2,30.78352
-88.2,30.78352
-88.2,30.78352
-88.2,30.78352
-88.2,30.78352
-82.41648,28.29195
-82.41648,28.29195
-82.41648,28.29195
-85.62437,30.20853
-85.62437,30.20853
-81.20812,29.0836
-81.20812,29.0836
-81.20812,29.0836
-82.04148,29.2497
-82.04148,29.2497
-82.04148,29.2497
-82.04148,29.2497
-82.04148,29.2497
-82.04148,29.2497
-82.04148,29.2497
-82.04148,29.2497
-82.04148,29.2497
-82.04148,29.2497
-82.04148,29.2497
-81.48314,26.1337
-82.34981,27.91697
-82.34981,27.91697
-82.34981,27.91697
-82.34981,27.91697
-82.34981,27.91697
-82.34981,27.91697
-82.34981,27.91697
-82.34981,27.91697
-82.34981,27.91697
-82.34981,27.91697
-80.41644,27.08366
-80.41644,27.08366
-80.1937,25.7742
-80.1937,25.7742
-82.45843,27.94752
-71.4991,41.7385
-71.4991,41.7385
-71.4991,41.7385
-71.4991,41.7385
-71.4991,41.7385
-71.4991,41.7385
-71.4991,41.7385
-71.4991,41.7385
-71.4991,41.7385
-71.4991,41.7385
-71.4991,41.7385
-71.4991,41.7385
-71.4991,41.7385
-71.4991,41.7385
-71.4991,41.7385
-71.4991,41.7385
-71.4991,41.7385
-71.4991,41.7385
-70.68283,43.46675
-70.68283,43.46675
-70.68283,43.46675
-70.68283,43.46675
-70.68283,43.46675
-70.68283,43.46675
-70.68283,43.46675
-70.68283,43.46675
-70.68283,43.46675
-74.21625,39.90012
-74.21625,39.90012
-70.33283,43.85008
-70.03279,41.70011
-70.03279,41.70011
-80.44978,26.65035
-80.44978,26.65035
-80.44978,26.65035
-76.14965,43.45007
-76.14965,43.45007
-76.14965,43.45007
-76.14965,43.45007
-76.14965,43.45007
-76.14965,43.45007
-76.14965,43.45007
-76.14965,43.45007
-76.14965,43.45007
-76.14965,43.45007
-76.14965,43.45007
-76.14965,43.45007
-76.14965,43.45007
-76.14965,43.45007
-76.14965,43.45007
-76.14965,43.45007
-76.14965,43.45007
-76.14965,43.45007
-76.14965,43.45007
-76.14965,43.45007
-76.14965,43.45007
-76.14965,43.45007
-76.14965,43.45007
-76.14965,43.45007
-76.14965,43.45007
-76.14965,43.45007
-75.97798,36.85292
-70.44422,43.67952
-70.44422,43.67952
-86.03336,42.2506
-86.03336,42.2506
-86.03336,42.2506
-86.03336,42.2506
-85.00053,42.2506
-92.41686,45.44996
-92.41686,45.44996
-76.16631,43.00062
-76.16631,43.00062
-76.16631,43.00062
-76.16631,43.00062
-76.16631,43.00062
-76.16631,43.00062
-76.16631,43.00062
-76.16631,43.00062
-76.16631,43.00062
-76.16631,43.00062
-76.16631,43.00062
-76.16631,43.00062
-76.16631,43.00062
-76.16631,43.00062
-76.16631,43.00062
-76.16631,43.00062
-76.16631,43.00062
-76.16631,43.00062
-76.16631,43.00062
-76.16631,43.00062
-73.79958,41.11676
-73.79958,41.11676
-76.17242,43.1859
-82.33316,29.70858
-82.33316,29.70858
-82.33316,29.70858
-81.83315,29.99969
-81.83315,29.99969
-81.83315,29.99969
-81.63148,30.35691
-81.70814,27.95863
-81.70814,27.95863
-81.70814,27.95863
-71.0596,42.3585
-71.0596,42.3585
-71.0596,42.3585
-71.0596,42.3585
-71.0596,42.3585
-79.53333,8.96667
-79.5,9.03333
-85.55,42.2506
-85.55,42.2506
-85.55,42.2506
-85.55,42.2506
-84.28073,30.43826
-75.46629,43.20007
-75.46629,43.20007
-75.46629,43.20007
-75.46629,43.20007
-75.46629,43.20007
-75.46629,43.20007
-75.46629,43.20007
-79.96648,32.76685
-80.13333,-2.83333
-80.13333,-2.83333
-80.13333,-2.83333
-80.13333,-2.83333
-80.13333,-2.83333
-80.13333,-2.83333
-77.96638,34.50044
-77.96638,34.50044
-90.63348,44.7333
-90.63348,44.7333
-90.63348,44.7333
-83.91662,42.60003
-81.7915,30.64607
-85.31667,42.60004
-85.31667,42.60004
-84.4,43.65003
-84.4,43.65003
-87.76665,30.75047
-91.26681,45.06663
-91.26681,45.06663
-91.26681,45.06663
-78.84975,35.38349
-78.99957,44.20012
-80.69983,32.36686
-70.76615,41.86677
-70.76615,41.86677
-70.76615,41.86677
-101.65045,41.19999
-101.65045,41.19999
-88.46672,35.96673
-73.11623,44.05006
-73.11623,44.05006
-73.11623,44.05006
-73.11623,44.05006
-73.11623,44.05006
-79.39976,42.25061
-79.39976,42.25061
-79.39976,42.25061
-79.49977,34.83349
-73.04957,44.45005
-78.98309,33.91684
-78.98309,33.91684
-74.64127,39.88345
-82.14983,29.95024
-78.26639,34.06684
-78.26639,34.06684
-78.26639,34.06684
-78.26639,34.06684
-78.26639,34.06684
-78.26639,34.06684
-77.86637,34.25045
-77.86637,34.25045
-77.86637,34.25045
-77.86637,34.25045
-77.86637,34.25045
-77.86637,34.25045
-75.3163,39.56678
-79.96645,34.33349
-81.79147,28.79194
-81.79147,28.79194
-81.29145,29.45859
-80.91645,27.41699
-80.91645,27.41699
-86.2333,32.23348
-71.33284,42.49982
-71.16616,41.83344
-71.16616,41.83344
-71.16616,41.83344
-71.2495,42.16676
-71.2495,42.16676
-71.2495,42.16676
-71.83285,42.33343
-85.86669,42.60003
-91.88351,44.94996
-91.88351,44.94996
-83.24987,30.83354
-84.208,30.495
-84.208,30.495
-84.208,30.495
-87.3333,30.66686
-87.3333,30.66686
-90.48344,37.13338
-69.09948,44.46674
-87.14997,31.15018
-74.66627,39.46678
-74.78294,39.15011
-74.78294,39.15011
-74.78294,39.15011
-75.13296,39.73345
-75.13296,39.73345
-75.13296,39.73345
-75.13296,39.73345
-76.583,42.96673
-81.59983,33.58348
-81.59983,33.58348
-83.50016,31.45019
-82.45815,28.54194
-82.45815,28.54194
-82.29151,30.33357
-82.29151,30.33357
-86.16661,30.62575
-86.16661,30.62575
-78.68308,42.26673
-80.76647,41.70005
-81.74925,29.66691
-70.69951,44.51673
-70.69951,44.51673
-70.69951,44.51673
-76.69965,34.80016
-74.16625,40.30011
-74.16625,40.30011
-78.86642,35.05016
-81.08317,32.0016
-81.08317,32.0016
-81.08317,32.0016
-81.08317,32.0016
-85.16659,30.79186
-75.38297,38.20012
-75.38297,38.20012
-84.33323,30.16687
-70.86615,41.88344
-70.86615,41.88344
-70.86615,41.88344
-70.86615,41.88344
-70.86615,41.88344
-70.86615,41.88344
-90.80009,30.03353
-90.80009,30.03353
-78.5664,34.6335
-75.11631,44.50062
-75.11631,44.50062
-85.83444,41.58227
-79.49963,45.16681
-84.63329,40.55005
-84.63329,40.55005
-75.64963,42.9334
-75.64963,42.9334
-75.64963,42.9334
-75.64963,42.9334
-75.64963,42.9334
-75.64963,42.9334
-75.64963,42.9334
-75.64963,42.9334
-84.58328,41.55005
-83.13326,41.35005
-83.13326,41.35005
-83.13326,41.35005
-80.66649,32.85017
-86.14997,32.58347
-77.23303,37.20015
-77.23303,37.20015
-85.80882,30.88268
-90.51681,45.21664
-90.51681,45.21664
-90.35015,45.68329
-90.35015,45.68329
-74.9993,45.1668
-80.3998,33.86682
-80.3998,33.86682
-80.3998,33.86682
-75.41631,38.70011
-75.41631,38.70011
-87.08332,32.33347
-87.08332,32.33347
-87.08332,32.33347
-85.6666,30.60019
-106.01724,39.59999
-81.16646,26.95867
-83.06654,31.0502
-83.06654,31.0502
-89.75069,45.31663
-81.4665,33.26681
-77.03303,43.15006
-77.03303,43.15006
-77.03303,43.15006
-77.03303,43.15006
-77.03303,43.15006
-83.56655,30.85019
-83.56655,30.85019
-83.56655,30.85019
-83.56655,30.85019
-83.44988,31.16686
-85.88471,37.29993
-73.03661,43.58009
-73.03661,43.58009
-71.20277,43.87391
-74.81858,39.20174
-82.62154,30.22424
-80.76647,41.31672
-81.49149,31.14995
-82.19592,28.36472
-71.20922,42.33704
-71.20922,42.33704
-71.68291,42.41676
-71.24783,42.06538
-70.9342,41.63622
-70.9342,41.63622
-70.9342,41.63622
-70.9342,41.63622
-70.9342,41.63622
-70.9342,41.63622
-70.9342,41.63622
-70.9342,41.63622
-72.6412,42.32509
-71.187,41.96677
-71.36145,42.3626
-71.2245,42.21399
-71.08282,41.84594
-71.15505,41.70149
-71.2,42.19444
-70.85089,43.39453
-70.85089,43.39453
-70.85089,43.39453
-70.85089,43.39453
-70.85089,43.39453
-70.85089,43.39453
-76.58356,36.72821
-76.58356,36.72821
-76.58356,36.72821
-76.58356,36.72821
-76.58356,36.72821
-76.58356,36.72821
-76.58356,36.72821
-76.11937,43.17563
-76.11937,43.17563
-76.11937,43.17563
-76.11937,43.17563
-76.11937,43.17563
-76.11937,43.17563
-76.11937,43.17563
-71.187,42.9287
-71.187,42.9287
-71.187,42.9287
-75.68771,44.59513
-85.58723,42.29171
-70.87727,42.81259
-70.92866,42.52787
-70.92866,42.52787
-73.08761,43.79812
-73.08761,43.79812
-73.08761,43.79812
-73.08761,43.79812
-83.27849,30.8327
-72.52093,42.37389
-72.52093,42.37389
-71.82729,41.3776
-71.82729,41.3776
-71.82729,41.3776
-71.82729,41.3776
-77.94471,34.22573
-76.275,36.819
-76.275,36.819
-71.12866,42.02454
-71.12866,42.02454
-71.12866,42.02454
-71.12866,42.02454
-71.12866,42.02454
-71.12866,42.02454
-71.12866,42.02454
-71.12866,42.02454
-71.12866,42.02454
-71.00227,42.25288
-71.00227,42.25288
-71.21338,41.62594
-71.21338,41.62594
-71.21338,41.62594
-71.21338,41.62594
-71.21338,41.62594
-71.21338,41.62594
-71.21338,41.62594
-71.21338,41.62594
-72.361,43.149
-70.88977,42.24177
-70.88977,42.24177
-70.88004,42.0751
-71.01838,42.08343
-71.30866,41.74066
-70.97504,41.99038
-70.97504,41.99038
-70.97504,41.99038
-70.97504,41.99038
-70.97504,41.99038
-71.13506,42.6987
-70.93839,43.03703
-71.07284,42.9787
-71.01672,42.92564
-71.137,42.65842
-70.76255,43.07175
-71.41672,41.82899
-70.93005,42.85843
-70.93005,42.85843
-70.93005,42.85843
-70.93005,42.85843
-70.93005,42.85843
-71.27673,43.07786
-71.27673,43.07786
-69.33449,44.61118
-73.99736,41.92704
-74.73258,45.03339
-71.09533,42.52565
-71.09533,42.52565
-89.063,17.12
-71.538,41.578
-71.538,41.578
-76.51,43.455
-70.81199,42.11316
-70.81199,42.11316
-70.81199,42.11316
-70.81199,42.11316
-70.66302,43.44174
-70.66302,43.44174
-70.66302,43.44174
-70.66302,43.44174
-70.66302,43.44174
-70.66302,43.44174
-70.84116,42.67926
-70.94783,42.98148
-70.94783,42.98148
-70.94783,42.98148
-76.28522,36.84681
-71.03282,41.76677
-71.03282,41.76677
-71.03282,41.76677
-71.03282,41.76677
-71.03282,41.76677
-70.91116,41.89316
-71.14477,42.15843
-70.86198,41.99121
-70.86198,41.99121
-70.86198,41.99121
-70.86198,41.99121
-70.94949,41.84594
-70.94949,41.84594
-70.94949,41.84594
-70.94949,41.84594
-84.48879,30.05993
-72.19119,42.21259
-72.19119,42.21259
-70.93977,42.22093
-70.93977,42.22093
-70.93977,42.22093
-79.36633,44.91681
-71.88118,41.44093
-82.461,29.049
-81.79481,26.14204
-71.45479,42.99564
-71.61618,42.26954
-71.61618,42.26954
-71.61618,42.26954
-71.61618,42.26954
-74.89186,44.9281
-74.89186,44.9281
-71.71285,42.29593
-71.0731,41.94871
-71.0731,41.94871
-71.0731,41.94871
-71.0731,41.94871
-71.0731,41.94871
-76.31521,43.47979
-76.31521,43.47979
-71.00782,42.01899
-70.94532,42.10482
-70.99672,42.6612
-71.43284,42.48509
-71.39673,42.14176
-71.36978,42.23899
-70.99117,42.72509
-70.99117,42.72509
-71.04116,42.1626
-72.40092,42.27704
-72.40092,42.27704
-72.40092,42.27704
-72.40092,42.27704
-72.40092,42.27704
-72.40092,42.27704
-75.35991,40.04622
-71.12032,41.81399
-71.34895,42.46037
-70.99949,42.22232
-71.67535,43.19147
-71.67535,43.19147
-71.76007,42.19398
-73.24538,42.45009
-73.24538,42.45009
-73.24538,42.45009
-73.24538,42.45009
-70.02196,41.754
-76.03714,43.14396
-76.03714,43.14396
-71.24949,41.84038
-71.24949,41.84038
-71.24949,41.84038
-76.14604,43.28674
-76.14604,43.28674
-73.20039,43.86395
-73.20039,43.86395
-73.20039,43.86395
-73.20039,43.86395
-70.82004,41.73177
-70.82004,41.73177
-71.52256,42.22871
-70.72448,41.99455
-70.72448,41.99455
-71.76757,42.2562
-71.76757,42.2562
-71.04811,42.53898
-71.37395,42.86509
-71.37395,42.86509
-70.67388,42.04191
-72.45092,41.40315
-70.0828,41.76011
-71.32729,42.88064
-71.32729,42.88064
-71.32729,42.88064
-71.32729,42.88064
-72.14175,42.78064
-71.63701,42.3812
-71.28255,41.73038
-70.815,41.66118
-70.815,41.66118
-70.9356,42.08066
-70.9356,42.08066
-70.9356,42.08066
-71.1245,42.91259
-79.50449,42.25395
-79.76667,9.11667
-79.76667,9.11667
-79.76667,9.11667
-79.76667,9.11667
-70.91616,42.13066
-70.91616,42.13066
-70.91616,42.13066
-90.66398,30.29686
-90.66398,30.29686
-71.87035,41.57065
-71.87035,41.57065
-73.20456,43.79923
-71.52494,41.44718
-75.84686,43.05451
-75.84686,43.05451
-75.84686,43.05451
-75.84686,43.05451
-75.84686,43.05451
-71.88591,41.60149
-71.88591,41.60149
-71.88591,41.60149
-70.89417,42.84827
-70.76434,41.69898
-76.06659,43.2809
-71.00228,42.83065
-70.91367,43.02398
-71.11673,43.68536
-71.11673,43.68536
-71.0345,42.86953
-71.0345,42.86953
-71.0345,42.86953
-70.9495,42.63759
-70.9495,42.63759
-70.9495,42.63759
-71.15101,41.58572
-70.83283,43.0362
-71.55145,41.48316
-71.21645,43.14619
-69.59866,44.5884
-73.29235,44.72254
-71.12035,43.97924
-71.12035,43.97924
-71.12035,43.97924
-76.35892,45.00838
-71.91063,42.54592
-71.91063,42.54592
120.94173,24.23321
120.94173,24.23321
114.03329,22.44814
114.03329,22.44814
77.2119,28.6713
77.2119,28.6713
77.2119,28.6713
77.2119,28.6713
77.2119,28.6713
77.2119,28.6713
77.2119,28.6713
77.2119,28.6713
77.2119,28.6713
77.2119,28.6713
77.2119,28.6713
77.2119,28.6713
77.2119,28.6713
77.2119,28.6713
77.2119,28.6713
77.2119,28.6713
77.2119,28.6713
77.2119,28.6713
81.95,18.25
115.24861,-8.42306
115.24861,-8.42306
115.24861,-8.42306
108.66666,15
106.167,21.083
107.16667,11
105.3329,20.8296
127.25,35.75
127.25,35.75
130.66667,32.5
127,36.5
127,36.5
106.66666,10.75
106.66666,10.75
106.66666,10.75
106.66666,10.75
106.66666,10.75
106.66666,10.75
105.85,21.03333
105.85,21.03333
105.85,21.03333
105.85,21.03333
105.85,21.03333
105.85,21.03333
105.85,21.03333
105.85,21.03333
105.85,21.03333
105.85,21.03333
105.85,21.03333
105.85,21.03333
105.85,21.03333
105.85,21.03333
105.85,21.03333
105.85,21.03333
105.85,21.03333
105.85,21.03333
105.85,21.03333
105.85,21.03333
105.85,21.03333
105.85,21.03333
105.85,21.03333
105.85,21.03333
105.85,21.03333
-81.69541,41.4995
130.74167,32.78972
133.53111,33.55972
140.74736,40.82207
73.85674,18.52043
77.2,28.6
80.91972,26.84943
101.5248,3.50925
86.18333,22.8
88.36972,22.56972
88.36972,22.56972
88.36972,22.56972
88.36972,22.56972
88.36972,22.56972
88.36972,22.56972
88.36972,22.56972
88.36972,22.56972
88.36972,22.56972
88.32393,21.65766
120.98222,14.60417
114.7611,4.52145
114.7611,4.52145
120.29742,23.17489
75.83331,22.71792
94.20945,26.75602
94.20945,26.75602
113.97157,22.39175
113.97157,22.39175
113.97157,22.39175
80.91667,28.75
80.91667,28.75
80.91667,28.75
76.86301,30.69792
80.32131,28.92949
80.32131,28.92949
132.75,33.75
133.36401,33.42801
133.36401,33.42801
133.36401,33.42801
83.37389,26.755
83.37389,26.755
83.37389,26.755
83.37389,26.755
83.37389,26.755
83.37389,26.755
83.37389,26.755
83.37389,26.755
83.37389,26.755
83.37389,26.755
83.37389,26.755
83.37389,26.755
83.37389,26.755
83.37389,26.755
83.37389,26.755
83.37389,26.755
83.37389,26.755
83.37389,26.755
83.37389,26.755
83.37389,26.755
83.37389,26.755
83.37389,26.755
83.37389,26.755
83.37389,26.755
83.37389,26.755
83.37389,26.755
83.37389,26.755
83.37389,26.755
120.666,23.01087
120.666,23.01087
120.666,23.01087
120.666,23.01087
77.68333,29.46667
75.45,29.51667
120.16811,23.02476
120.16811,23.02476
120.16811,23.02476
120.16811,23.02476
120.61999,22.54951
120.61999,22.54951
120.61999,22.54951
120.61999,22.54951
120.61999,22.54951
120.61999,22.54951
93.66667,24.33333
121.753,24.757
121.753,24.757
85.30956,23.3441
105.79087,21.0276
121.01772,24.83872
121.01772,24.83872
120.25546,23.45184
120.6808,24.15473
120.6808,24.15473
105.84117,21.0245
134,34.25
130.66472,33.52813
130.66472,33.52813
126.5,33.41667
126.991,34.8679
87.5,26.66667
128,36.75
136.38297,34.52123
129.61108,33.23344
129.61108,33.23344
79.41666,28.35
-123.08675,44.05207
120.39283,23.46178
130.04306,32.84111
130.04306,32.84111
87.4,26.2
90.2,26.6
90.2,26.6
110.99278,35.02306
87.28515,26.45899
94.63141,26.98442
85,24.78333
85,24.78333
85,24.78333
85,24.78333
85,24.78333
85,24.78333
85,24.78333
85,24.78333
85,24.78333
85,24.78333
85,24.78333
85,24.78333
94.36667,25.11667
113.04028,22.51778
113.04028,22.51778
83.56667,27.13333
83.56667,27.13333
93.96667,26.51667
93.96667,26.7
79.52,29.22
79.52,29.22
128.31657,37.8272
128.31657,37.8272
83.45,27.5
83.11396,26.2574
83.11396,26.2574
83.78722,26.50472
83.88838,26.74044
83.88838,26.74044
83.88838,26.74044
85.51667,25.18333
85.83333,26.91667
85.83333,26.91667
120.48184,23.99297
120.48184,23.99297
114.26667,30.58333
78.485,17.351
85.4,26.11667
85.4,26.11667
85.4,26.11667
85.4,26.11667
85.4,26.11667
85.4,26.11667
85.4,26.11667
93.95,24.81667
93.95,24.81667
93.95,24.81667
93.95,24.81667
91.85,26.68333
121.22775,31.03224
113.99927,22.4651
113.99927,22.4651
113.99927,22.4651
113.99927,22.4651
113.99927,22.4651
83.97773,26.89984
136.9075,35.54396
136.9075,35.54396
130.68437,32.64785
105.80858,21.02465
105.80858,21.02465
105.80858,21.02465
105.80858,21.02465
105.38339,21.12085
87.57913,23.88712
127.25614,37.41714
114.2238,22.54569
118.41667,24.46667
-80.1937,25.7742
37.6155,55.7522
37.6155,55.7522
37.6155,55.7522
-0.1167,51.5
-0.1167,51.5
-0.1167,51.5
44.79083,41.725
-87.6501,41.85
5.4,43.3
-77.0367,38.895
-77.0367,38.895
-77.0367,38.895
-113.46871,53.55014
-81.69541,41.4995
55.6,-21.1
-118.2428,34.0522
-121.4934,38.5816
-121.4934,38.5816
-121.4934,38.5816
-117.99923,33.6603
-84.03331,43.33336
-2.18333,53
-2.18333,53
151.2158,-33.8705
-47.92972,-15.77972
-34.88111,-8.05389
30.61667,-29.81667
30.61667,-29.81667
8.47715,44.30905
15.54925,41.46093
153.0166,-27.5
-55.9864,48.6909
138.60001,-34.9334
138.60001,-34.9334
138.60001,-34.9334
138.60001,-34.9334
-48.053,-23.592
-59.15,-37.31667
-81.08317,32.0016
137.01524,50.55199
-83.93324,36.01675
-83.93324,36.01675
-77.85722,40.80395
-77.85722,40.80395
-119.48447,47.14986
-97.74306,30.26715
36.3,33.5
-77.36637,37.55014
-86.39999,35.85007
-105.46722,40.66665
-86.9,35.90006
-97.18362,31.55017
-97.18362,31.55017
-90.38341,29.56688
-104.66719,41.34998
-0.25,53.16667
-90.85009,29.37661
-76.93858,38.98594
-76.93858,38.98594
-76.93858,38.98594
-76.93858,38.98594
-76.93858,38.98594
-76.93858,38.98594
-73.51429,40.72593
-84.47771,37.98869
-95.96833,36.02287
-95.55108,30.7156
-95.55108,30.7156
-95.98205,36.74247
-97.14667,31.54933
-97.14667,31.54933
-97.14667,31.54933
-90.71954,29.59577
-76.71162,37.27154
-81.56152,39.26674
-84.40134,42.24587
-71.0361,41.946
-88.15701,41.78475
-88.15701,41.78475
-71.302,42.67037
-120.66073,35.30081
-83.43275,45.06168
9.73322,52.37052
42.71639,42.26222
-95.88332,35.94204
-81.92347,41.4156
-114.13305,51.0775
-95.98082,36.74731
-83.47549,42.48059
-54.64626,-29.45245
-54.64626,-29.45245
-92.2671,34.76953
11.33283,43.32004
11.33283,43.32004
-97.41266,35.44966
-88.55039,44.02637
-71.3781,42.86922
-71.3781,42.86922
-71.3781,42.86922
-83.38243,42.41309
-83.38243,42.41309
-74.88403,40.62819
-70.87545,43.25631
-72.19313,41.32538
-91.38626,39.93977
-75.00655,39.94792
-82.64711,38.50341
-77.34665,38.04958
14.04497,37.48774
-88.42037,42.57335
-105.87939,37.47331
11.85,43.46667
-73.34472,40.7025
-81.3072,38.1811
-81.33452,41.50547
13.44108,43.29816
2.46667,50.5
-3.75625,48.60192
-96.84754,33.12614
-51.50501,-27.17844
-117.34755,34.43055
-95.34906,29.70515
-95.06904,29.68077
-4.08333,48.4
12.29785,43.70966
14.33493,41.08322
-98.16334,26.30174
13.79339,43.18266
6.61667,49.81667
9.26628,45.4199
-94.11267,36.45454
-94.11267,36.45454
-86.86889,35.92506
-73.48346,40.82899
-82.79139,42.725
-86.50117,35.78436
-87.83312,42.11142
13.83156,37.68205
148.77548,-26.54469
-95.3183,35.85065
13.5749,42.85483
-82.37096,34.85928
-78.34407,44.30654
3.05907,36.77944
-97.87153,29.99835
-122.74399,45.90456
-122.74399,45.90456
-70.66199,42.61593
-84.02797,36.03175
-69.27421,44.21147
-97.42532,35.87894
-93.9097,45.66469
-86.2911,36.20811
-86.29944,36.20394
-93.28435,37.21977
7.41032,44.87364
-75.3626,39.8586
-118.09943,34.12562
-86.5728,30.75418
-97.94144,35.39172
-83.65132,41.37477
-83.65132,41.37477
-73.4329,41.20454
-73.4329,41.20454
-97.44483,35.41269
-97.72449,35.38423
-75.81908,41.32064
-75.81908,41.32064
-111.96522,33.64704
-97.11472,31.46767
-118.4187,33.97087
-79.88726,36.0918
-85.55803,40.12115
-120.436,34.86526
-93.9924,29.97438
-120.86521,37.76382
-83.88856,42.33837
-97.14971,30.00967
-95.10576,29.37801
-95.01937,29.66578
-94.96827,33.15679
89.12207,23.90105
89.12207,23.90105
89.12207,23.90105
89.12207,23.90105
90.40861,23.72306
90.40714,23.70992
90.40714,23.70992
153.40169,-28.00528
153.40169,-28.00528
153.40169,-28.00528
153.40169,-28.00528
151.2158,-33.8705
145.76625,-16.92304
145.76625,-16.92304
145.76625,-16.92304
152.88028,-25.31889
152.88028,-25.31889
152.88028,-25.31889
152.88028,-25.31889
152.88028,-25.31889
149.2,-21.15
149.2,-21.15
149.2,-21.15
149.2,-21.15
149.2,-21.15
149.2,-21.15
149.2,-21.15
149.2,-21.15
89.1,25.083
89.1,25.083
153.0166,-27.5
153.0166,-27.5
153.0166,-27.5
153.0166,-27.5
153.0166,-27.5
153.0166,-27.5
153.0166,-27.5
153.0166,-27.5
153.0166,-27.5
153.0166,-27.5
153.0166,-27.5
153.0166,-27.5
153.0166,-27.5
153.0166,-27.5
153.0166,-27.5
138.60001,-34.9334
138.60001,-34.9334
145.46666,-16.48333
145.46666,-16.48333
145.46666,-16.48333
146.8,-19.25
146.8,-19.25
146.16248,-18.64552
146.16248,-18.64552
146.16248,-18.64552
146.16248,-18.64552
148.23334,-20.01667
148.23334,-20.01667
148.23334,-20.01667
148.23334,-20.01667
148.23334,-20.01667
148.23334,-20.01667
148.23334,-20.01667
150.5,-23.38333
150.5,-23.38333
150.5,-23.38333
150.5,-23.38333
150.5,-23.38333
150.5,-23.38333
150.5,-23.38333
150.5,-23.38333
152.35001,-24.85
152.95,-27.08333
152.95,-27.08333
151.25,-23.85
153.2773,-28.81354
153.2773,-28.81354
152.83333,-31.08333
152.83333,-31.08333
152.83333,-31.08333
152.83333,-31.08333
152.83333,-31.08333
124.41982,6.50694
124.41982,6.50694
89.25,25.6
89.25,25.6
89.25,25.6
89.25,25.6
88.76667,24.9
88.76667,24.9
88.76667,24.9
153.48569,-28.85273
153.48569,-28.85273
89.25,26
89.25,26
89.25,26
89.25,26
89.25,26
89.25,26
89.55,23.66667
89.55,23.66667
89.95,23.86667
89.43333,23.43333
89.43333,23.43333
88.95,25.96667
88.46667,26.03333
153.27747,-27.58036
153.03294,-27.49952
153.03294,-27.49952
